Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Earnings per share diluted, Trailing 12 months","Earnings per share diluted, Trailing 12 months - Currency","Earnings per share diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating
CASTROLIND,CASTROL INDIA LTD,205.28,INR,-1.3598577675267947,1051219,0.7290236966561698,205836372376,INR,21.23293338849814,9.668,INR,8.082727780883163,4.08457472369053,Energy minerals,Buy
CROMPTON,CROMPT GREA CON ELEC LTD,319.8,INR,0.40816326530612607,1246603,0.5811326007518623,205131558996,INR,39.10204680507667,8.1786,INR,10.860194648521155,0.941619585687382,Producer manufacturing,Strong buy
KARURVYSYA,KARUR VYSYA BANK LTD,257.15,INR,0.27295769155780414,546730,0.47509948777752625,205075281541,INR,10.334821697699933,24.8819,INR,17.422840962718265,0.93640265314085,Finance,Strong buy
KAJARIACER,KAJARIA CERAMICS LTD,1267.8,INR,-0.5491057420771885,111471,0.09174481819676754,202912901398,INR,64.44201590972628,19.6735,INR,-22.452157117798922,0.86342229199372,Producer manufacturing,Buy
EIDPARRY,EID PARRY INDIA LTD,1162.6,INR,2.116820377689935,249482,0.5725812263348532,202491961610,INR,20.041372177210825,58.01,INR,16.88494861978641,0,Process industries,Strong buy
KIOCL,KIOCL LTD,328.7,INR,-1.1428571428571463,361293,0.057600793576709504,201834143565,INR,,-3.1534,INR,-152.191298784389,0,Non-energy minerals,Neutral
PNBHOUSING,PNB HOUSING FIN LTD.,767,INR,-0.7826143199016823,1163422,0.17319266436795486,201316585668,INR,9.820742637644047,78.1,INR,27.614379084967304,0,Finance,Strong buy
PSB,PUNJAB & SIND BANK,28.09,INR,-0.14219694276572753,336162,0.2910273031263865,200024543838,INR,17.460218796618598,1.6088,INR,74.67969598262756,0.248315005321036,Finance,Neutral
ASAHIINDIA,ASAHI INDIA GLASS LTD,837,INR,1.8495984424434224,122266,0.9182272609842409,199625457838,INR,58.22892245187592,14.3743,INR,15.645716676321033,0.243546030199708,Consumer durables,Neutral
BASF,BASF INDIA LTD,4525.4,INR,-1.7818773738469966,10266,0.7281987260423612,199295755441,INR,49.47885061769295,91.4613,INR,-41.01409682424824,0.434385995395508,Process industries,Neutral
ABREL,ADITYA BIRLA REAL EST LTD,1775.1,INR,0.5095974180397487,88144,1.1581984747268228,197595245877,INR,,-17.564,INR,-399.6502601723108,0.113055029535626,Process industries,Strong buy
SUNDRMFAST,SUNDRAM FASTENERS LTD,950.2,INR,1.0098862549165515,26614,0.490292344225239,197415605675,INR,36.594007548332435,25.966,INR,1.8118797517242442,0.766365087812666,Producer manufacturing,Buy
SARDAEN,SARDA ENERGY & MIN LTD,554.15,INR,-0.6899641577060972,537088,0.08085665345667357,196452618332,INR,20.87799474800601,26.5423,INR,69.7609864983275,0.179372197309417,Non-energy minerals,Neutral
HATSUN,HATSUN AGRO PRODUCT LTD.,879.95,INR,0.028418779129248607,12016,0.4798434598566375,196207799822,INR,69.14801659646697,12.7256,INR,-10.769554394699014,0.681160242947153,Consumer non-durables,Sell
JSWHL,JSW HOLDINGS LTD,17620,INR,-0.3337292833305051,995,0.6288711920111237,195735766952,INR,110.46003910611373,159.5147,INR,-3.6640522473196055,0,Finance,Neutral
FIRSTCRY,BRAINBEES SOLUTIONS LTD,370.45,INR,-1.186983195518802,4117446,3.510284992842505,195553854706,INR,,-3.6697,INR,,0,Retail trade,Buy
CHALET,CHALET HOTELS LTD,933,INR,4.164340739086742,855879,0.6019441183257483,195483379187,INR,71.63972818366798,13.0235,INR,8.487579761091585,0,Consumer services,Strong buy
DEVYANI,DEVYANI INTERNATIONAL LTD,155.19,INR,-2.310210248017132,3673727,1.833342199637157,195262055054,INR,,-0.0962,INR,-117.68382352941175,0,Consumer services,Buy
BIRET.RR,BROOKFIELD INDIA RET,314.21,INR,-0.6356334197710605,259867,1.036248582902638,192183477763,INR,,,,,6.08753399531971,Finance,Strong buy
KFINTECH,KFIN TECHNOLOGIES LTD,1128.9,INR,1.2920592193808966,741668,0.6802380174530723,191883231762,INR,57.21743537759757,19.73,INR,25.508905852417303,0.516042180839129,Technology services,Buy
KANSAINER,KANSAI NEROLAC PAINTS LTD,235.45,INR,-0.43555480378890443,101776,0.32579339635838434,191049143794,INR,16.814374165351463,14.0029,INR,67.10702181488377,1.05797714769361,Process industries,Neutral
ECLERX,ECLERX SERVICES LTD,3997.2,INR,0.1980297295264742,64969,0.40928035600442486,190103496493,INR,33.5448136958711,119.16,INR,13.119422821340414,0.0250654835758419,Commercial services,Buy
ATUL,ATUL LTD,6349,INR,-1.5048091839900712,18767,0.5201410176105719,189775660529,INR,37.417315335618405,169.6808,INR,50.93014443612274,0.387849452356573,Process industries,Buy
IIFL,IIFL FINANCE LTD,441.7,INR,-0.9085810431856448,901508,0.3654320779471258,189455257528,INR,58.63066794095784,7.5336,INR,-81.45547995785783,0,Finance,Buy
CAMS,COMPUTER AGE MNGT SER LTD,3868.6,INR,1.2351494216779142,347043,0.6711617976398145,189127184722,INR,40.7092497106177,95.03,INR,21.880210337309226,1.62189028696994,Technology services,Buy
SAILIFE,SAI LIFE SCIENCES LTD,887.65,INR,-1.6890021043304906,434446,0.3982236924058698,188189472958,INR,,,,,0,Commercial services,Strong buy
REDINGTON,REDINGTON LTD,237.1,INR,-1.2700395586092073,1213950,0.4550091202351114,187782211872,INR,11.343357844427114,20.9021,INR,34.38753729040223,2.83097418817652,Distribution services,Neutral
POLYMED,POLY MEDICURE LTD,1902.4,INR,3.03850945133511,305266,1.4225374034332963,187123276625,INR,53.57152914275416,35.5114,INR,26.476810530889615,0.162447542980912,Health technology,Buy
APLLTD,ALEMBIC PHARMA LTD,956.95,INR,1.5062317687616065,201614,2.0438753890291252,185476960527,INR,31.18949996414813,30.6818,INR,-4.26059062882248,1.16574819838915,Health technology,Buy
ANANTRAJ,ANANT RAJ LTD,535.75,INR,-0.2234844957631149,655134,0.5553929750292138,184330953003,INR,39.86739394119792,13.4383,INR,50.76006596587275,0.135940409683426,Consumer durables,Strong buy
ZENSARTECH,ZENSAR TECHNOLOGIES LTD,803.15,INR,0.24964114086001374,225003,0.663373625618738,182030778778,INR,27.318027210884356,29.4,INR,0.7194244604316454,1.62236365905404,Technology services,Neutral
DEEPAKFERT,DEEPAK FERTILIZERS & PETR,1447.8,INR,0.9271523178807914,154425,0.6768555506757422,181113410138,INR,18.62711546032571,77.7254,INR,85.82057081107958,0.592458353662787,Process industries,Strong buy
BIKAJI,BIKAJI FOODS INTERN LTD,722.2,INR,0.7392941832891712,81074,0.6289106195088424,179574720655,INR,89.45536521620652,8.0733,INR,-28.498551956850974,0.139547864917667,Consumer non-durables,Strong buy
MANYAVAR,VEDANT FASHIONS LTD,743.6,INR,0.5612279396848978,42268,0.2190771476225869,179503170903,INR,45.58914590856421,16.3109,INR,3.0756689121725005,1.15043648913853,Retail trade,Buy
CGCL,CAPRI GLOBAL CAPITAL LTD,185.86,INR,0.08077109471757346,1482394,0.18847374629169672,179008373922,INR,26.975326560232222,6.89,INR,96.85714285714285,0.08058017727639,Finance,Strong buy
MAHSCOOTER,MAHARASHTRA SCOOTERS LTD,15788,INR,0.7080436307967086,6613,0.7533520921383898,178989085148,INR,74.72944419620882,211.2688,INR,16.591815403429727,0.893908968141723,Producer manufacturing,Neutral
JMFINANCIL,JM FINANCIAL LTD,185.89,INR,-0.6307799219543523,23446982,1.43916214048179,178754537661,INR,16.106644023151837,11.5412,INR,165.926267281106,1.4442364268521,Finance,Neutral
OLAELEC,OLA ELECTRIC MOBILITY LTD,41.31,INR,2.0000000000000058,184219643,5.0431814695184185,178682719061,INR,,-5.6074,INR,,0,Consumer durables,Neutral
VENTIVE,VENTIVE HOSPITALITY LTD,712.9,INR,-6.480388298570114,258329,3.2081552259862445,178087154705.5,INR,,,,,0,Consumer services,Buy
RPOWER,RELIANCE POWER LTD.,43.3,INR,2.388271458973748,8076717,0.45935284953887107,175770267334,INR,5.6616108786610875,7.648,INR,,0,Utilities,Neutral
ARE&M,AMARA RAJA ENERGY MOB LTD,952.6,INR,-0.5584842632705279,797279,2.0083343157376623,175310836711,INR,18.456161288947616,51.6142,INR,-0.6785101256956412,1.08576499451897,Producer manufacturing,Neutral
NAVA,NAVA LTD,581.6,INR,-5.4846835134476315,1579006,3.7829772420883008,174201435519,INR,15.379489430567528,37.8166,INR,16.287565459918394,0.649825359434652,Utilities,Neutral
APTUS,APTUS VALUE HSG FIN I LTD,356,INR,3.1734531227358325,1911718,1.2195944760552293,172579547778,INR,22.305764411027567,15.96,INR,24.6875,1.30359212050985,Finance,Buy
JUBLPHARMA,JUBILANT PHARMOVA LTD,1056,INR,-1.9953596287703015,146422,0.6482216868408633,171569687274,INR,36.451501553331035,28.97,INR,-16.67409706302798,0.464187903263241,Health technology,Buy
GALLANTT,GALLANTT ISPAT LTD,654.8,INR,-7.729162263087441,347801,0.9503831989784639,171068189880,INR,34.90293487415114,18.7606,INR,43.01963026491329,0.141043723554302,Non-energy minerals,Neutral
GSPL,GUJARAT STATE PETRO LTD,301.55,INR,-0.41281373844121527,220668,0.5184727108001755,170871415257,INR,15.31635861256292,19.6881,INR,-33.06372649014728,1.65098233448902,Utilities,Buy
CONCORDBIO,CONCORD BIOTECH LTD,1642.5,INR,0.5448090107737568,55589,0.39459860812579683,170859178135,INR,48.25290692550397,34.0394,INR,13.698886372594218,0.535758021062944,Commercial services,Buy
ACMESOLAR,ACME SOLAR HOLDINGS LTD,276.5,INR,-1.9851116625310254,396881,0.3986432022756596,170846535145,INR,43.30597669464979,6.3848,INR,,0,Industrial services,Strong buy
FIVESTAR,FIVE-STAR BUS FIN LTD,585.7,INR,1.1484327778257648,524947,0.6303071971179205,170555785599,INR,15.85973463308963,36.93,INR,20.371577574967407,0,Finance,Buy
UTIAMC,UTI ASSET MNGMT CO LTD,1330.8,INR,0.27880340592269204,33579,0.24611160665532575,170230880803,INR,23.918044572250178,55.64,INR,-9.748580697485803,1.956578996877,Finance,Buy
BEML,BEML LTD,4053.9,INR,-0.5763476725364203,175171,0.5110561913533765,169755480369,INR,55.56286543696187,72.9606,INR,6.122965484138404,0.490641022495891,Producer manufacturing,Buy
PARADEEP,PARADEEP PHOSPHATES LTD,200.07,INR,-3.826371196462053,6397123,0.5134677876032734,169349442464,INR,20.36584621022415,9.8238,INR,255.36825350889885,0.240731824747232,Process industries,Neutral
VINATIORGA,VINATI ORGANICS LTD,1671.3,INR,2.4457521147480605,119881,2.3535289879399333,168897234447,INR,42.75124317023758,39.0936,INR,15.599976343958852,0.429645542427497,Process industries,Buy
TECHNOE,TECHNO ELEC & ENG CO. LTD,1493.9,INR,3.750260434752413,627473,3.2519321972761372,167523707301,INR,37.57492221671668,39.7579,INR,25.36664427858343,0.485959248845847,Industrial services,Buy
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,7093,INR,1.1335281956227274,45640,0.9971902133777306,167325435011,INR,80.20081297595559,88.4405,INR,-33.83861771071241,0.071284983105459,Producer manufacturing,Buy
NEULANDLAB,NEULAND LAB LTD.,13278,INR,1.9972345982485789,35721,0.441703999831833,167048992697,INR,96.71836439761897,137.2852,INR,-47.59008662502181,0.0921637750282252,Health technology,Strong buy
ABLBL,ADITYA BIRLA LIFES BRAN L,131.93,INR,-2.663420392504047,2093454,1.8637966090709552,165410963838,INR,,,,,,Retail trade,Sell
RATNAMANI,RATNAMANI MET & TUB LTD.,2343,INR,-0.3911232038091922,5975,0.3034180872726904,164922974727,INR,28.984001276632068,80.8377,INR,-4.621910211786912,0.594997768758367,Non-energy minerals,Strong buy
TRITURBINE,TRIVENI TURBINE LTD,511.3,INR,-1.1025145067698239,493098,0.3668018778308985,164453602362,INR,47.565445513237954,10.7494,INR,18.4728819723805,0.637866048129893,Producer manufacturing,Strong buy
CAPLIPOINT,CAPLIN POINT LAB LTD.,2135.2,INR,-1.0060735314571965,57779,0.267312954030444,164200461689,INR,28.842361204916923,74.03,INR,18.277680140597536,0.254606054994908,Health technology,Strong buy
GRINDWELL,GRINDWELL NORTON LTD,1467.9,INR,-0.4476093591047751,40094,0.6527532890827362,163184671096,INR,43.92674387287907,33.417,INR,-2.5925191800946616,1.15344166638396,Process industries,Buy
SOBHA,SOBHA LTD,1534.1,INR,0.8745397159389765,95359,0.7487205820232945,162815827533,INR,157.97711849571098,9.7109,INR,118.61056707413162,0.197070222689352,Finance,Buy
NUVOCO,NUVOCO VISTAS CORP LTD,452.2,INR,-0.5279366476022952,254963,0.42378443893684814,162452480850,INR,106.1427598995376,4.2603,INR,12.086611065800207,0,Non-energy minerals,Buy
NATCOPHARM,NATCO PHARMA LTD.,874.45,INR,-3.295548797345862,594371,0.947953928849907,161942201055,INR,9.226229099998207,94.7787,INR,3.718055484120893,0.663606702427695,Health technology,Neutral
CENTURYPLY,CENTURY PLYBOARDS (I) LTD,728.45,INR,0.2753114460733705,22417,0.1955449560619198,161853022408,INR,79.84151166741565,9.1237,INR,-25.992650935667292,0.137268359643102,Producer manufacturing,Buy
CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,851.2,INR,0.668204127490993,62360,0.3271744165975434,161307929676,INR,67.18019952014143,12.6704,INR,-47.62133112856552,0.472199268091134,Process industries,Neutral
CHOICEIN,CHOICE INTERNATIONAL LTD,801.7,INR,-0.09968847352024356,516766,0.8158627542673788,160163646398,INR,93.12563888114488,8.6088,INR,24.843018112736935,0,Commercial services,Neutral
LTFOODS,LT FOODS LTD,445.75,INR,-2.9078632106294973,436975,0.6381676151859869,159354367314,INR,24.94236536998075,17.8712,INR,1.8882554161915772,0.544780998038788,Process industries,Buy
GABRIEL,GABRIEL INDIA LTD,1075.3,INR,-3.091204037490984,333407,0.6807305837622063,159207753133,INR,61.944455645741996,17.3591,INR,28.394760393784086,0.383452880407813,Producer manufacturing,Buy
LMW,LMW LTD,14862,INR,-0.201450443190975,1921,0.5426706969123422,158797447716,INR,154.07151232043392,96.4617,INR,-64.57301242713925,0.201823135658784,Producer manufacturing,Sell
ELGIEQUIP,ELGI EQUIPMENTS LTD,493.1,INR,-1.4391365180891442,219910,0.5207404644774777,158470355133,INR,42.99640751979352,11.4684,INR,11.910849157868041,0.43995600439956,Producer manufacturing,Buy
IRCON,IRCON INTERNATIONAL LTD,165.38,INR,-1.3363560434315767,1770277,0.7725633835983924,157583416292,INR,23.292629681272093,7.1001,INR,-30.88850818618958,1.76066845717696,Industrial services,Sell
WHIRLPOOL,WHIRLPOOL OF INDIA LTD,1240.7,INR,-0.0483364214935881,134694,1.0931570353104638,157549439935,INR,43.60754266031668,28.4515,INR,26.221668167641926,0.402641327105814,Consumer durables,Buy
RAINBOW,RAINBOW CHILDRENS MED LTD,1552.5,INR,0.2777418938121661,149790,1.0367453159931064,157090286818,INR,61.24429471425247,25.3493,INR,19.37508829762185,0.193936259616006,Health services,Strong buy
TBOTEK,TBO TEK LTD,1444,INR,-0.15902648136624176,127117,0.900928165017194,156708473872,INR,66.85185185185185,21.6,INR,,0,Technology services,Strong buy
SIGNATURE,SIGNATUREGLOBAL INDIA LTD,1100.3,INR,-1.1943247126436742,245899,0.820140108116185,156325165177,INR,120.198820187896,9.154,INR,363.25910931174093,0,Finance,Strong buy
AKZOINDIA,AKZO NOBEL INDIA LTD,3421,INR,-0.3001777751872521,40354,0.6771907508436775,156191890984,INR,38.38222457584332,89.1298,INR,-5.889197559216661,2.91566440702675,Process industries,Neutral
VGUARD,V-GUARD IND LTD.,359.95,INR,0.5446927374301644,87771,0.5234740580019563,156022165833,INR,54.8704268292683,6.56,INR,-1.6594960049170322,0.419170043314238,Producer manufacturing,Buy
CUB,CITY UNION BANK LTD,211.32,INR,0.27997912020120697,1093685,0.46822836260389383,155982195923,INR,13.537475976937861,15.61,INR,10.709219858156027,0.475059382422803,Finance,Buy
BLS,BLS INTL SERVS LTD,372.95,INR,-1.270681667769692,843086,0.2868205584932291,155535127151,INR,27.166312170391304,13.7284,INR,57.75418275418275,0.264725347452019,Technology services,Strong buy
AFCONS,AFCONS INFRASTRUCTURE LTD,421.05,INR,-0.40212891780011556,809210,0.7866287977433403,155444174774,INR,28.49900502226855,14.7742,INR,,0.59150597421034,Industrial services,Strong buy
RBLBANK,RBL BANK LTD,251.85,INR,-0.7683215130023707,3622770,0.3266590744943586,154928979874,INR,26.521414054190668,9.4961,INR,-54.86644486692015,0.591133004926108,Finance,Neutral
TARIL,TRANS & RECTI. LTD,505.7,INR,-1.528575601207276,299373,0.1343116686809252,154165164254,INR,58.04837172997233,8.7117,INR,221.3345136660396,0.0389408099688474,Producer manufacturing,Strong buy
ATHERENERG,ATHER ENERGY LTD,416.45,INR,1.006548629638607,716306,0.2356952787962564,153583740801,INR,,,,,0,Consumer durables,Strong buy
INDIAMART,INDIAMART INTERMESH LTD,2545.8,INR,-0.2781150848055117,115254,1.3486830172473312,153238072638,INR,25.928445719127858,98.1856,INR,62.27764124109366,1.17527227140954,Retail trade,Neutral
TRAVELFOOD,TRAVEL FOOD SERVICES LTD,1117.1,INR,-2.6746820003484966,284785,0.7989096328945926,151227310290.5,INR,,,,,0,Consumer services,Neutral
KIRLOSBROS,KIRLOSKAR BROTHERS LTD,1887.4,INR,-0.2642147537518495,42759,0.15665460588501665,150336978456,INR,35.96746653657347,52.4752,INR,19.19328204464251,0.369744348193535,Producer manufacturing,Neutral
NIVABUPA,NIVA BUPA HEALTH INS CO L,81.93,INR,0.589318600368329,589553,0.2651756573448673,150204020563,INR,109.37124549459352,0.7491,INR,,0,Finance,Buy
GODREJAGRO,GODREJ AGROVET LTD,752.55,INR,-3.1155455423237908,145899,0.4033143321867776,149410431117,INR,31.796902067823247,23.6674,INR,16.80164241051381,1.4159747699041,Process industries,Buy
CIEINDIA,CIE AUTOMOTIVE INDIA LTD,395.3,INR,0.5085176709890669,48716,0.6673598353929759,149127348281,INR,18.979167566892805,20.8281,INR,-20.32126885513063,1.78071737471381,Producer manufacturing,Buy
FINEORG,FINE ORGANIC IND. LTD.,4802.5,INR,-0.9589606104351414,8517,0.6037085867392507,148611977313,INR,35.536300303011245,135.1435,INR,-2.592469527599408,0.226939819685998,Process industries,Buy
THELEELA,SCHLOSS BANGALORE LTD,439.2,INR,0.4115226337448586,144649,0.6444316532403576,145889504425,INR,,,,,0,Consumer services,Strong buy
IGIL,INTERNATIO GEMM INS (I) L,340.25,INR,1.0993908780270356,471053,0.6150424279299688,145378519933,INR,,,,,0.725326991676576,Commercial services,Buy
DOMS,DOMS INDUSTRIES LTD,2396.8,INR,0.8414675193537527,64901,0.1259274393602752,144296874401,INR,70.06691554141953,34.2073,INR,19.852353790310136,0.10514362619338,Producer manufacturing,Buy
IFCI,IFCI LTD,52.8,INR,-1.0680157391793148,1835973,0.4074419975816764,143795546456,INR,43.38537387017255,1.217,INR,109.86376961545096,0,Finance,Neutral
PCBL,PCBL CHEMICAL LTD,378.3,INR,-0.421163464069483,332503,0.3931094273174419,143473531033,INR,34.898523985239855,10.84,INR,-18.131834934445052,1.44698763483294,Process industries,Buy
JBMA,JBM AUTO LTD,606.15,INR,-0.09065435965057989,120137,0.49228909491369155,143410126672,INR,69.82168774621604,8.6814,INR,12.776211694098393,0.12368073878628,Producer manufacturing,Neutral
TRIDENT,TRIDENT LTD,27.97,INR,-0.3562522265764212,3246867,0.481971229369558,143247314082,INR,32.28301015697138,0.8664,INR,31.81195801004107,1.77872643187478,Process industries,Strong buy
AGARWALEYE,DR AGARWALS HEALTH CARE L,468.9,INR,3.8653228485989564,172242,0.9908543776225064,142887772724,INR,,,,,0,Health services,Buy
SPLPETRO,SUPREME PETROCHEM LTD,731.6,INR,-2.8871042676046987,19088,0.29110918271951003,141576337998,INR,39.260722105353544,18.6344,INR,-12.216998464277971,1.32819763580821,Process industries,Buy
BATAINDIA,BATA INDIA LTD,1049.7,INR,-4.303035828243234,1066139,9.757289328143514,141116808589,INR,64.67891604125846,16.2294,INR,-36.72921206828664,2.00373423197778,Consumer non-durables,Sell
DATAPATTNS,DATA PATTERNS INDIA LTD,2517.5,INR,0.4588986432561852,121189,0.33326715051622596,140290226565,INR,65.70002166078172,38.3181,INR,13.713346252348133,0.25938784468654,Electronic technology,Strong buy
NCC,NCC LTD,218.44,INR,-1.9040776001437079,1366665,0.288672423266499,139727253314,INR,17.09848615307544,12.7754,INR,7.366227130238931,0.988541900696473,Consumer durables,Buy
BLUEDART,BLUE DART EXPRESS LTD,5856,INR,-0.32340425531914896,11132,0.386977908330871,139387372489,INR,56.06698166046732,104.4465,INR,-15.459697732997485,0.425575377910936,Transportation,Buy
AARTIIND,AARTI INDUSTRIES LTD,376.1,INR,-1.737426518615278,523773,0.2214944133210004,138803538558,INR,57.52963671128108,6.5375,INR,-51.03583091165104,0.261198902964608,Process industries,Neutral
KSB,KSB LTD,800.55,INR,0.7107812303434367,41791,0.7496264513687216,138282856224,INR,54.255081225051335,14.7553,INR,17.960299631456515,0.503429614247058,Producer manufacturing,Strong buy
RRKABEL,R R KABEL LTD,1211.8,INR,-0.8833633240634676,78214,0.4689516071008869,138157447834,INR,40.660881936475334,29.8026,INR,16.382309870155225,0.491118932634853,Producer manufacturing,Strong buy
ABDL,ALLIED BLEND N DISTILS L,491.7,INR,-0.48573163327262375,143305,0.26637968803993217,138064928807,INR,57.251641749336315,8.5884,INR,,0.729335494327391,Consumer non-durables,Strong buy
PGEL,PG ELECTROPLAST LTD,489.65,INR,0.7303024069121486,6233238,0.5676691167488681,137746482717,INR,50.32374100719424,9.73,INR,38.23182599553908,0.0411437975725159,Electronic technology,Strong buy
SWANENERGY,SWAN ENERGY LTD,433.35,INR,-1.3544274982927358,1694862,1.2457630500997021,137623238750,INR,18.12307885327144,23.9115,INR,112.50133304894956,0.0227764491515773,Utilities,Neutral
INDGN,INDEGENE LTD,572.65,INR,0.07864383082836976,377233,0.3658207462536473,137439878273,INR,31.660161217200926,18.0874,INR,,0.349344978165939,Commercial services,Buy
BLUEJET,BLUE JET HEALTHCARE LTD,788.8,INR,-0.3725923586990901,242771,0.47799239688661405,137237174103,INR,38.15106622750378,20.6757,INR,127.84646918804545,0.126398280983379,Health technology,Buy
GESHIP,THE GE SHPG.LTD,970.8,INR,1.2462846117745146,166971,0.9234820323894298,136892279134.99998,INR,6.818373367045933,142.38,INR,-28.531271960646524,3.09746049955676,Transportation,Strong buy
GPIL,GODAWARI POW & ISP LTD,202.76,INR,-0.7489353370209022,1415750,0.7290407667031955,136524817583,INR,17.4450218535981,11.6228,INR,-20.37160102217685,0.49031625398382,Non-energy minerals,Strong buy
ITDCEM,ITD CEMENTATION INDIA LTD,768.4,INR,-2.7649478013286966,263513,0.3303384956362383,135841030781.00002,INR,32.20871110664001,23.8569,INR,27.38966760112135,0.252924438823901,Industrial services,Neutral
JWL,JUPITER WAGONS LTD,314.2,INR,-0.8050513022888749,849520,1.1177419696505002,134480985736,INR,41.215205813678935,7.6234,INR,-14.004670103441667,0.315656565656566,Producer manufacturing,Buy
AAVAS,AAVAS FINANCIERS LTD,1658,INR,-1.4795888050389263,147694,0.9782653332927087,133137954397,INR,22.45699580116484,73.83,INR,29.845233907843827,0,Finance,Buy
MGL,MAHANAGAR GAS LTD.,1313.7,INR,-2.203528623539039,291241,0.8488368026207644,132727686064.00002,INR,12.131134824861762,108.2916,INR,-10.61568531639384,2.23264121455682,Utilities,Buy
GMDCLTD,GUJARAT MINERAL DEV CORP,424.95,INR,2.2620623270364524,9920292,1.9056292918257998,132113103882,INR,20.29931881801072,20.9342,INR,14.266532026964338,2.29871223974004,Distribution services,Sell
GRAVITA,GRAVITA INDIA LTD,1784.7,INR,-0.21246854906345844,96560,0.4934327352965375,132006424309,INR,37.35260507578516,47.7798,INR,27.08678004691963,0.355046128040257,Non-energy minerals,Strong buy
KIRLOSENG,KIRLOSKAR OIL ENG LTD,902.5,INR,-0.2762430939226519,210732,0.31069354787345094,131433697676.99998,INR,27.863538129052177,32.39,INR,-1.0738632198792903,0.718351107918439,Producer manufacturing,Strong buy
NAZARA,NAZARA TECHNOLOGIES LTD,1414.6,INR,0.007069635913744012,402851,0.6206855642624052,131019589821,INR,99.47750750687398,14.2203,INR,69.65282748747316,0,Technology services,Neutral
CLEAN,CLEAN SCIENCE & TECH LTD,1180.9,INR,-3.9840637450199203,104019,1.1635950757596945,130687478697,INR,46.7300074790172,25.2707,INR,6.988569009314142,0.406570174012034,Process industries,Buy
JINDALSAW,JINDAL SAW LTD,198.89,INR,-2.1114282901860517,1076471,0.692996969142939,129916095001,INR,7.38818722139673,26.92,INR,-7.296763995881387,0.98449421609648,Non-energy minerals,Strong buy
CYIENT,CYIENT LTD,1173,INR,0.333589940980249,148077,0.5545498123750103,129897267732,INR,20.808940926024484,56.37,INR,-5.150829867140491,2.22345747637576,Commercial services,Neutral
JPPOWER,JAIPRAKASH POWER VEN. LTD,18.56,INR,-1.8508725542041322,27191900,0.7113116505324519,129530372190,INR,22.913580246913575,0.81,INR,-45.236968426745996,0,Utilities,Neutral
BBTC,BOMBAY BURMAH TRADING COR,1832.3,INR,-1.2396916940656497,15552,0.46058301422440984,129304781073,INR,11.204116961124045,163.5381,INR,7.354181669227888,0.982058545797923,Consumer non-durables,Neutral
ZENTEC,ZEN TECHNOLOGIES LTD,1406.6,INR,-1.0481885332395422,130572,0.2293429408702287,128392891205,INR,49.81142766081768,28.2385,INR,49.59526609664876,0.070323488045007,Technology services,Neutral
INTELLECT,INTELLECT DESIGN ARENA,928.2,INR,0.5851755526658097,196503,0.6292715356488922,128182651133,INR,37.30707395498393,24.88,INR,16.098926738217447,0.43391007213755,Technology services,Buy
EMBDL,EMBASSY DEVELOPMENTS LTD,93.48,INR,-0.2986348122866906,2539914,0.6115407865648704,127992050171,INR,,-5.3818,INR,73.82787614707898,0,Finance,Neutral
CEATLTD,CEAT LTD,3091.5,INR,-2.1212600918157354,48311,0.5343215108897137,127715102923,INR,29.0189592411047,106.5338,INR,-33.9266676052512,0.950163903273315,Consumer durables,Buy
ELECON,ELECON ENG. CO. LTD,552.5,INR,-2.694610778443106,209367,0.7900340402120524,127335744641,INR,23.972543302440208,23.0472,INR,45.2835421972314,0.352453960701383,Producer manufacturing,Buy
HOMEFIRST,HOME FIRST FIN CO IND LTD,1251.9,INR,1.516380149205323,266149,0.5183691109668541,127273372196,INR,28.680412371134025,43.65,INR,22.509121526803245,0.300215018864863,Finance,Buy
FINCABLES,FINOLEX CABLES LTD,812.3,INR,-2.032201652294521,345587,2.4876172322921564,126855542667,INR,20.057136790018593,40.4993,INR,-15.749323902641985,0.964494544577732,Producer manufacturing,Strong buy
NSLNISP,NMDC STEEL LTD,40.08,INR,-6.834030683403079,59065023,5.357463008371816,126309101754,INR,,-6.1454,INR,14.54752767117192,0,Non-energy minerals,Neutral
ANURAS,ANUPAM RASAYAN INDIA LTD,1158.4,INR,1.0115102895012327,596446,6.015622872530875,126250636829,INR,103.0733365365793,11.2386,INR,30.05230512867987,0.130610823283556,Health technology,Sell
IEX,INDIAN ENERGY EXC LTD,140.27,INR,-0.6375292200892381,5839144,0.3492508356572685,125773264971,INR,27.530912659470072,5.095,INR,22.328931572629042,2.1269053527118,Finance,Neutral
CPPLUS,ADITYA INFOTECH LTD,1057.05,INR,-0.8953684605287788,342055,,125046446890.5,INR,,,,,0,Consumer durables,Neutral
ZYDUSWELL,ZYDUS WELLNESS LTD,1929.8,INR,-0.9698773541335295,32567,0.9635862795397321,123888601460,INR,37.541241284860554,51.4048,INR,7.527925365016953,0.308174323942577,Consumer non-durables,Strong buy
